Sport,Team,Product ID,Product Name,Product Price,Brand Name,Product URL
NFL,atlanta-falcons,3172616,Girls Newborn & Infant Red/White Atlanta Falcons 2-Pack Long Sleeve Bodysuits,9.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/girls-newborn-and-infant-red/white-atlanta-falcons-2-pack-long-sleeve-bodysuits/o-1372+t-03154509+p-5890743317+z-8-4198859464
NFL,atlanta-falcons,4539066,Atlanta Falcons Newborn & Infant Too Much Love Two-Piece Bodysuit Set - Red/Black,29.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/atlanta-falcons-newborn-and-infant-too-much-love-two-piece-bodysuit-set-red/black/o-3594+t-25719076+p-26382554358+z-9-3740805550
NFL,atlanta-falcons,3174098,Newborn & Infant White/Red Atlanta Falcons Long Sleeve Pants Set,13.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-white/red-atlanta-falcons-long-sleeve-pants-set/o-2427+t-69593454+p-81235282214+z-9-4226046492
NFL,atlanta-falcons,1346714,Atlanta Falcons Newborn & Infant Team Logo Bodysuit - Red,19.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/atlanta-falcons-newborn-and-infant-team-logo-bodysuit-red/o-2472+t-92264576+p-90478262983+z-9-119253559
NFL,atlanta-falcons,3174065,Newborn & Infant Black Atlanta Falcons Mesh Jersey T-Shirt,7.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-black-atlanta-falcons-mesh-jersey-t-shirt/o-2416+t-58370110+p-8178076118+z-8-4086888402
NFL,atlanta-falcons,3171999,Newborn & Infant Red/Black Atlanta Falcons 2-Pack Long Sleeve Bodysuits,12.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-red/black-atlanta-falcons-2-pack-long-sleeve-bodysuits/o-3583+t-58483410+p-6934634743+z-8-2866310034
NFL,atlanta-falcons,3172014,Newborn & Infant Red/Black/Gray Atlanta Falcons Rookie 3-Pack Bodysuit Set,13.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-red/black/gray-atlanta-falcons-rookie-3-pack-bodysuit-set/o-9172+t-69823454+p-1467181772+z-8-3827033460
NFL,atlanta-falcons,4478443,Newborn & Infant Red Atlanta Falcons Sherpa Full-Zip Sleeper,29.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-red-atlanta-falcons-sherpa-full-zip-sleeper/o-4605+t-25717854+p-15936397845+z-9-3300115444
NFL,atlanta-falcons,5015318,Newborn & Infant Red Atlanta Falcons Allover Print Full-Zip Footed Jumper,18.00,NFL Properties,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-red-atlanta-falcons-allover-print-full-zip-footed-jumper/o-5783+t-47602398+p-0544230154+z-8-3269664544
NFL,atlanta-falcons,5015542,Newborn & Infant Atlanta Falcons Cream Logo Hoodie Full-Zip Sleeper,30.00,NFL Properties,https://www.fanatics.com/nfl/atlanta-falcons/newborn-and-infant-atlanta-falcons-cream-logo-hoodie-full-zip-sleeper/o-4616+t-14155687+p-05443450953+z-9-654291384
